master_id,master_fileID,slave_id,slave_fileID,delta_days,track
S1A_IW_SLC__1SDV_20210103T214954_20210103T215021_035979_04370E_C0C6,S1A_IW_SLC__1SDV_20210103T214954_20210103T215021_035979_04370E_C0C6-SLC,S1A_IW_SLC__1SDV_20210115T215018_20210115T215045_036154_043D32_912D,S1A_IW_SLC__1SDV_20210115T215018_20210115T215045_036154_043D32_912D-SLC,12,32
S1A_IW_SLC__1SDV_20210103T215019_20210103T215046_035979_04370E_234D,S1A_IW_SLC__1SDV_20210103T215019_20210103T215046_035979_04370E_234D-SLC,S1A_IW_SLC__1SDV_20210115T215043_20210115T215111_036154_043D32_C137,S1A_IW_SLC__1SDV_20210115T215043_20210115T215111_036154_043D32_C137-SLC,12,32
S1A_IW_SLC__1SDV_20210103T215043_20210103T215111_035979_04370E_C461,S1A_IW_SLC__1SDV_20210103T215043_20210103T215111_035979_04370E_C461-SLC,S1A_IW_SLC__1SDV_20210115T215043_20210115T215111_036154_043D32_C137,S1A_IW_SLC__1SDV_20210115T215043_20210115T215111_036154_043D32_C137-SLC,12,32
S1A_IW_SLC__1SDV_20210103T215109_20210103T215136_035979_04370E_0198,S1A_IW_SLC__1SDV_20210103T215109_20210103T215136_035979_04370E_0198-SLC,S1A_IW_SLC__1SDV_20210115T215109_20210115T215136_036154_043D32_2AB4,S1A_IW_SLC__1SDV_20210115T215109_20210115T215136_036154_043D32_2AB4-SLC,12,32
S1A_IW_SLC__1SDV_20210103T215134_20210103T215201_035979_04370E_6C00,S1A_IW_SLC__1SDV_20210103T215134_20210103T215201_035979_04370E_6C00-SLC,S1A_IW_SLC__1SDV_20210115T215158_20210115T215225_036154_043D32_46AF,S1A_IW_SLC__1SDV_20210115T215158_20210115T215225_036154_043D32_46AF-SLC,12,32
S1A_IW_SLC__1SDV_20210103T215159_20210103T215226_035979_04370E_1096,S1A_IW_SLC__1SDV_20210103T215159_20210103T215226_035979_04370E_1096-SLC,S1A_IW_SLC__1SDV_20210115T215223_20210115T215250_036154_043D32_1F1D,S1A_IW_SLC__1SDV_20210115T215223_20210115T215250_036154_043D32_1F1D-SLC,12,32
S1A_IW_SLC__1SDV_20210103T215224_20210103T215251_035979_04370E_73D6,S1A_IW_SLC__1SDV_20210103T215224_20210103T215251_035979_04370E_73D6-SLC,S1A_IW_SLC__1SDV_20210127T214903_20210127T214930_036329_04434B_F7F4,S1A_IW_SLC__1SDV_20210127T214903_20210127T214930_036329_04434B_F7F4-SLC,23,32
S1A_IW_SLC__1SDV_20210115T214904_20210115T214931_036154_043D32_A14A,S1A_IW_SLC__1SDV_20210115T214904_20210115T214931_036154_043D32_A14A-SLC,S1A_IW_SLC__1SDV_20210127T214928_20210127T214955_036329_04434B_36F1,S1A_IW_SLC__1SDV_20210127T214928_20210127T214955_036329_04434B_36F1-SLC,12,32
S1A_IW_SLC__1SDV_20210115T214928_20210115T214955_036154_043D32_23EF,S1A_IW_SLC__1SDV_20210115T214928_20210115T214955_036154_043D32_23EF-SLC,S1A_IW_SLC__1SDV_20210127T214928_20210127T214955_036329_04434B_36F1,S1A_IW_SLC__1SDV_20210127T214928_20210127T214955_036329_04434B_36F1-SLC,12,32
S1A_IW_SLC__1SDV_20210115T214953_20210115T215020_036154_043D32_7992,S1A_IW_SLC__1SDV_20210115T214953_20210115T215020_036154_043D32_7992-SLC,S1A_IW_SLC__1SDV_20210127T214953_20210127T215020_036329_04434B_141C,S1A_IW_SLC__1SDV_20210127T214953_20210127T215020_036329_04434B_141C-SLC,12,32
S1A_IW_SLC__1SDV_20210115T215018_20210115T215045_036154_043D32_912D,S1A_IW_SLC__1SDV_20210115T215018_20210115T215045_036154_043D32_912D-SLC,S1A_IW_SLC__1SDV_20210127T215018_20210127T215045_036329_04434B_B55F,S1A_IW_SLC__1SDV_20210127T215018_20210127T215045_036329_04434B_B55F-SLC,12,32
S1A_IW_SLC__1SDV_20210115T215043_20210115T215111_036154_043D32_C137,S1A_IW_SLC__1SDV_20210115T215043_20210115T215111_036154_043D32_C137-SLC,S1A_IW_SLC__1SDV_20210127T215043_20210127T215110_036329_04434B_1D39,S1A_IW_SLC__1SDV_20210127T215043_20210127T215110_036329_04434B_1D39-SLC,12,32
S1A_IW_SLC__1SDV_20210115T215109_20210115T215136_036154_043D32_2AB4,S1A_IW_SLC__1SDV_20210115T215109_20210115T215136_036154_043D32_2AB4-SLC,S1A_IW_SLC__1SDV_20210127T215133_20210127T215200_036329_04434B_03FB,S1A_IW_SLC__1SDV_20210127T215133_20210127T215200_036329_04434B_03FB-SLC,12,32
S1A_IW_SLC__1SDV_20210115T215133_20210115T215201_036154_043D32_63A3,S1A_IW_SLC__1SDV_20210115T215133_20210115T215201_036154_043D32_63A3-SLC,S1A_IW_SLC__1SDV_20210127T215133_20210127T215200_036329_04434B_03FB,S1A_IW_SLC__1SDV_20210127T215133_20210127T215200_036329_04434B_03FB-SLC,12,32
S1A_IW_SLC__1SDV_20210115T215158_20210115T215225_036154_043D32_46AF,S1A_IW_SLC__1SDV_20210115T215158_20210115T215225_036154_043D32_46AF-SLC,S1A_IW_SLC__1SDV_20210127T215158_20210127T215225_036329_04434B_EF1A,S1A_IW_SLC__1SDV_20210127T215158_20210127T215225_036329_04434B_EF1A-SLC,12,32
S1A_IW_SLC__1SDV_20210115T215223_20210115T215250_036154_043D32_1F1D,S1A_IW_SLC__1SDV_20210115T215223_20210115T215250_036154_043D32_1F1D-SLC,S1A_IW_SLC__1SDV_20210127T215223_20210127T215250_036329_04434B_63BE,S1A_IW_SLC__1SDV_20210127T215223_20210127T215250_036329_04434B_63BE-SLC,12,32
S1A_IW_SLC__1SDV_20210104T223058_20210104T223128_035994_043783_68FB,S1A_IW_SLC__1SDV_20210104T223058_20210104T223128_035994_043783_68FB-SLC,S1A_IW_SLC__1SDV_20210116T223125_20210116T223153_036169_043DA9_9957,S1A_IW_SLC__1SDV_20210116T223125_20210116T223153_036169_043DA9_9957-SLC,12,47
S1A_IW_SLC__1SDV_20210104T223125_20210104T223153_035994_043783_08A0,S1A_IW_SLC__1SDV_20210104T223125_20210104T223153_035994_043783_08A0-SLC,S1A_IW_SLC__1SDV_20210116T223125_20210116T223153_036169_043DA9_9957,S1A_IW_SLC__1SDV_20210116T223125_20210116T223153_036169_043DA9_9957-SLC,12,47
S1A_IW_SLC__1SDV_20210104T223151_20210104T223218_035994_043783_3987,S1A_IW_SLC__1SDV_20210104T223151_20210104T223218_035994_043783_3987-SLC,S1A_IW_SLC__1SDV_20210116T223151_20210116T223218_036169_043DA9_F1DF,S1A_IW_SLC__1SDV_20210116T223151_20210116T223218_036169_043DA9_F1DF-SLC,12,47
S1A_IW_SLC__1SDV_20210104T223216_20210104T223243_035994_043783_6B65,S1A_IW_SLC__1SDV_20210104T223216_20210104T223243_035994_043783_6B65-SLC,S1A_IW_SLC__1SDV_20210116T223216_20210116T223228_036169_043DA9_0039,S1A_IW_SLC__1SDV_20210116T223216_20210116T223228_036169_043DA9_0039-SLC,12,47
S1A_IW_SLC__1SDV_20210104T223241_20210104T223308_035994_043783_7BE4,S1A_IW_SLC__1SDV_20210104T223241_20210104T223308_035994_043783_7BE4-SLC,S1A_IW_SLC__1SDV_20210128T223057_20210128T223127_036344_0443C1_30CE,S1A_IW_SLC__1SDV_20210128T223057_20210128T223127_036344_0443C1_30CE-SLC,23,47
S1A_IW_SLC__1SDV_20210104T223306_20210104T223333_035994_043783_2A82,S1A_IW_SLC__1SDV_20210104T223306_20210104T223333_035994_043783_2A82-SLC,S1A_IW_SLC__1SDV_20210128T223057_20210128T223127_036344_0443C1_30CE,S1A_IW_SLC__1SDV_20210128T223057_20210128T223127_036344_0443C1_30CE-SLC,23,47
S1A_IW_SLC__1SDV_20210116T223057_20210116T223127_036169_043DA9_9FDE,S1A_IW_SLC__1SDV_20210116T223057_20210116T223127_036169_043DA9_9FDE-SLC,S1A_IW_SLC__1SDV_20210128T223057_20210128T223127_036344_0443C1_30CE,S1A_IW_SLC__1SDV_20210128T223057_20210128T223127_036344_0443C1_30CE-SLC,12,47
S1A_IW_SLC__1SDV_20210116T223125_20210116T223153_036169_043DA9_9957,S1A_IW_SLC__1SDV_20210116T223125_20210116T223153_036169_043DA9_9957-SLC,S1A_IW_SLC__1SDV_20210128T223125_20210128T223152_036344_0443C1_8EC1,S1A_IW_SLC__1SDV_20210128T223125_20210128T223152_036344_0443C1_8EC1-SLC,12,47
S1A_IW_SLC__1SDV_20210116T223151_20210116T223218_036169_043DA9_F1DF,S1A_IW_SLC__1SDV_20210116T223151_20210116T223218_036169_043DA9_F1DF-SLC,S1A_IW_SLC__1SDV_20210128T223215_20210128T223242_036344_0443C1_2CA8,S1A_IW_SLC__1SDV_20210128T223215_20210128T223242_036344_0443C1_2CA8-SLC,12,47
S1A_IW_SLC__1SDV_20210116T223216_20210116T223228_036169_043DA9_0039,S1A_IW_SLC__1SDV_20210116T223216_20210116T223228_036169_043DA9_0039-SLC,S1A_IW_SLC__1SDV_20210128T223240_20210128T223307_036344_0443C1_CB60,S1A_IW_SLC__1SDV_20210128T223240_20210128T223307_036344_0443C1_CB60-SLC,12,47
S1A_IW_SLC__1SDV_20210106T221425_20210106T221455_036023_04388F_8261,S1A_IW_SLC__1SDV_20210106T221425_20210106T221455_036023_04388F_8261-SLC,S1A_IW_SLC__1SDV_20210118T221425_20210118T221454_036198_043EB4_A240,S1A_IW_SLC__1SDV_20210118T221425_20210118T221454_036198_043EB4_A240-SLC,12,76
S1A_IW_SLC__1SDV_20210106T221453_20210106T221520_036023_04388F_5AFD,S1A_IW_SLC__1SDV_20210106T221453_20210106T221520_036023_04388F_5AFD-SLC,S1A_IW_SLC__1SDV_20210118T221518_20210118T221545_036198_043EB4_8570,S1A_IW_SLC__1SDV_20210118T221518_20210118T221545_036198_043EB4_8570-SLC,12,76
S1A_IW_SLC__1SDV_20210106T221518_20210106T221545_036023_04388F_C42B,S1A_IW_SLC__1SDV_20210106T221518_20210106T221545_036023_04388F_C42B-SLC,S1A_IW_SLC__1SDV_20210118T221518_20210118T221545_036198_043EB4_8570,S1A_IW_SLC__1SDV_20210118T221518_20210118T221545_036198_043EB4_8570-SLC,12,76
S1A_IW_SLC__1SDV_20210106T221543_20210106T221610_036023_04388F_28CD,S1A_IW_SLC__1SDV_20210106T221543_20210106T221610_036023_04388F_28CD-SLC,S1A_IW_SLC__1SDV_20210118T221543_20210118T221610_036198_043EB4_5D43,S1A_IW_SLC__1SDV_20210118T221543_20210118T221610_036198_043EB4_5D43-SLC,12,76
S1A_IW_SLC__1SDV_20210106T221608_20210106T221635_036023_04388F_280F,S1A_IW_SLC__1SDV_20210106T221608_20210106T221635_036023_04388F_280F-SLC,S1A_IW_SLC__1SDV_20210118T221608_20210118T221634_036198_043EB4_585A,S1A_IW_SLC__1SDV_20210118T221608_20210118T221634_036198_043EB4_585A-SLC,12,76
S1A_IW_SLC__1SDV_20210106T221633_20210106T221700_036023_04388F_EE54,S1A_IW_SLC__1SDV_20210106T221633_20210106T221700_036023_04388F_EE54-SLC,S1A_IW_SLC__1SDV_20210118T221657_20210118T221725_036198_043EB4_4037,S1A_IW_SLC__1SDV_20210118T221657_20210118T221725_036198_043EB4_4037-SLC,12,76
S1A_IW_SLC__1SDV_20210106T221658_20210106T221726_036023_04388F_BAD4,S1A_IW_SLC__1SDV_20210106T221658_20210106T221726_036023_04388F_BAD4-SLC,S1A_IW_SLC__1SDV_20210130T221424_20210130T221454_036373_0444C8_984C,S1A_IW_SLC__1SDV_20210130T221424_20210130T221454_036373_0444C8_984C-SLC,23,76
S1A_IW_SLC__1SDV_20210118T221425_20210118T221454_036198_043EB4_A240,S1A_IW_SLC__1SDV_20210118T221425_20210118T221454_036198_043EB4_A240-SLC,S1A_IW_SLC__1SDV_20210130T221452_20210130T221520_036373_0444C8_FABD,S1A_IW_SLC__1SDV_20210130T221452_20210130T221520_036373_0444C8_FABD-SLC,12,76
S1A_IW_SLC__1SDV_20210118T221452_20210118T221520_036198_043EB4_E21C,S1A_IW_SLC__1SDV_20210118T221452_20210118T221520_036198_043EB4_E21C-SLC,S1A_IW_SLC__1SDV_20210130T221452_20210130T221520_036373_0444C8_FABD,S1A_IW_SLC__1SDV_20210130T221452_20210130T221520_036373_0444C8_FABD-SLC,12,76
S1A_IW_SLC__1SDV_20210118T221518_20210118T221545_036198_043EB4_8570,S1A_IW_SLC__1SDV_20210118T221518_20210118T221545_036198_043EB4_8570-SLC,S1A_IW_SLC__1SDV_20210130T221518_20210130T221545_036373_0444C8_8999,S1A_IW_SLC__1SDV_20210130T221518_20210130T221545_036373_0444C8_8999-SLC,12,76
S1A_IW_SLC__1SDV_20210118T221543_20210118T221610_036198_043EB4_5D43,S1A_IW_SLC__1SDV_20210118T221543_20210118T221610_036198_043EB4_5D43-SLC,S1A_IW_SLC__1SDV_20210130T221607_20210130T221634_036373_0444C8_F103,S1A_IW_SLC__1SDV_20210130T221607_20210130T221634_036373_0444C8_F103-SLC,12,76
S1A_IW_SLC__1SDV_20210118T221608_20210118T221634_036198_043EB4_585A,S1A_IW_SLC__1SDV_20210118T221608_20210118T221634_036198_043EB4_585A-SLC,S1A_IW_SLC__1SDV_20210130T221632_20210130T221659_036373_0444C8_01E8,S1A_IW_SLC__1SDV_20210130T221632_20210130T221659_036373_0444C8_01E8-SLC,12,76
S1A_IW_SLC__1SDV_20210118T221632_20210118T221659_036198_043EB4_9268,S1A_IW_SLC__1SDV_20210118T221632_20210118T221659_036198_043EB4_9268-SLC,S1A_IW_SLC__1SDV_20210130T221632_20210130T221659_036373_0444C8_01E8,S1A_IW_SLC__1SDV_20210130T221632_20210130T221659_036373_0444C8_01E8-SLC,12,76
S1A_IW_SLC__1SDV_20210118T221657_20210118T221725_036198_043EB4_4037,S1A_IW_SLC__1SDV_20210118T221657_20210118T221725_036198_043EB4_4037-SLC,S1A_IW_SLC__1SDV_20210130T221657_20210130T221725_036373_0444C8_4978,S1A_IW_SLC__1SDV_20210130T221657_20210130T221725_036373_0444C8_4978-SLC,12,76
S1A_IW_SLC__1SDV_20210108T215705_20210108T215732_036052_04399C_844A,S1A_IW_SLC__1SDV_20210108T215705_20210108T215732_036052_04399C_844A-SLC,S1A_IW_SLC__1SDV_20210120T215729_20210120T215756_036227_043FC4_FFC4,S1A_IW_SLC__1SDV_20210120T215729_20210120T215756_036227_043FC4_FFC4-SLC,12,105
S1A_IW_SLC__1SDV_20210108T215729_20210108T215756_036052_04399C_4678,S1A_IW_SLC__1SDV_20210108T215729_20210108T215756_036052_04399C_4678-SLC,S1A_IW_SLC__1SDV_20210120T215729_20210120T215756_036227_043FC4_FFC4,S1A_IW_SLC__1SDV_20210120T215729_20210120T215756_036227_043FC4_FFC4-SLC,12,105
S1A_IW_SLC__1SDV_20210108T215754_20210108T215821_036052_04399C_601D,S1A_IW_SLC__1SDV_20210108T215754_20210108T215821_036052_04399C_601D-SLC,S1A_IW_SLC__1SDV_20210120T215754_20210120T215821_036227_043FC4_BFC7,S1A_IW_SLC__1SDV_20210120T215754_20210120T215821_036227_043FC4_BFC7-SLC,12,105
S1A_IW_SLC__1SDV_20210108T215819_20210108T215846_036052_04399C_F453,S1A_IW_SLC__1SDV_20210108T215819_20210108T215846_036052_04399C_F453-SLC,S1A_IW_SLC__1SDV_20210120T215843_20210120T215910_036227_043FC4_612C,S1A_IW_SLC__1SDV_20210120T215843_20210120T215910_036227_043FC4_612C-SLC,12,105
S1A_IW_SLC__1SDV_20210108T215844_20210108T215911_036052_04399C_9AFC,S1A_IW_SLC__1SDV_20210108T215844_20210108T215911_036052_04399C_9AFC-SLC,S1A_IW_SLC__1SDV_20210120T215908_20210120T215936_036227_043FC4_C8E4,S1A_IW_SLC__1SDV_20210120T215908_20210120T215936_036227_043FC4_C8E4-SLC,12,105
S1A_IW_SLC__1SDV_20210108T215909_20210108T215937_036052_04399C_6679,S1A_IW_SLC__1SDV_20210108T215909_20210108T215937_036052_04399C_6679-SLC,S1A_IW_SLC__1SDV_20210120T215934_20210120T220001_036227_043FC4_A43D,S1A_IW_SLC__1SDV_20210120T215934_20210120T220001_036227_043FC4_A43D-SLC,12,105
S1A_IW_SLC__1SDV_20210108T215934_20210108T220001_036052_04399C_6E8E,S1A_IW_SLC__1SDV_20210108T215934_20210108T220001_036052_04399C_6E8E-SLC,S1A_IW_SLC__1SDV_20210120T215934_20210120T220001_036227_043FC4_A43D,S1A_IW_SLC__1SDV_20210120T215934_20210120T220001_036227_043FC4_A43D-SLC,12,105
S1A_IW_SLC__1SDV_20210108T215959_20210108T220026_036052_04399C_E78B,S1A_IW_SLC__1SDV_20210108T215959_20210108T220026_036052_04399C_E78B-SLC,S1A_IW_SLC__1SDV_20210120T215959_20210120T220026_036227_043FC4_7CED,S1A_IW_SLC__1SDV_20210120T215959_20210120T220026_036227_043FC4_7CED-SLC,12,105
