master_id,master_fileID,slave_id,slave_fileID,delta_days,track,perp_baseline,temp_baseline
S1A_IW_SLC__1SDV_20210101T220543_20210101T220613_035950_043606_67BE,S1A_IW_SLC__1SDV_20210101T220543_20210101T220613_035950_043606_67BE-SLC,S1A_IW_SLC__1SDV_20210113T220543_20210113T220613_036125_043C3B_65C4,S1A_IW_SLC__1SDV_20210113T220543_20210113T220613_036125_043C3B_65C4-SLC,12,3,34497.57350461965,12
S1A_IW_SLC__1SDV_20210101T220611_20210101T220639_035950_043606_A7D0,S1A_IW_SLC__1SDV_20210101T220611_20210101T220639_035950_043606_A7D0-SLC,S1A_IW_SLC__1SDV_20210113T220636_20210113T220703_036125_043C3B_477B,S1A_IW_SLC__1SDV_20210113T220636_20210113T220703_036125_043C3B_477B-SLC,12,3,186447.3383207064,12
S1A_IW_SLC__1SDV_20210101T220637_20210101T220704_035950_043606_AC61,S1A_IW_SLC__1SDV_20210101T220637_20210101T220704_035950_043606_AC61-SLC,S1A_IW_SLC__1SDV_20210113T220701_20210113T220728_036125_043C3B_E674,S1A_IW_SLC__1SDV_20210113T220701_20210113T220728_036125_043C3B_E674-SLC,12,3,193454.68977121505,12
S1A_IW_SLC__1SDV_20210101T220702_20210101T220728_035950_043606_9702,S1A_IW_SLC__1SDV_20210101T220702_20210101T220728_035950_043606_9702-SLC,S1A_IW_SLC__1SDV_20210113T220726_20210113T220753_036125_043C3B_45D7,S1A_IW_SLC__1SDV_20210113T220726_20210113T220753_036125_043C3B_45D7-SLC,12,3,186436.87156544553,12
S1A_IW_SLC__1SDV_20210101T220726_20210101T220753_035950_043606_EC29,S1A_IW_SLC__1SDV_20210101T220726_20210101T220753_035950_043606_EC29-SLC,S1A_IW_SLC__1SDV_20210113T220726_20210113T220753_036125_043C3B_45D7,S1A_IW_SLC__1SDV_20210113T220726_20210113T220753_036125_043C3B_45D7-SLC,12,3,35.6436668264266,12
S1A_IW_SLC__1SDV_20210101T220751_20210101T220818_035950_043606_CFF0,S1A_IW_SLC__1SDV_20210101T220751_20210101T220818_035950_043606_CFF0-SLC,S1A_IW_SLC__1SDV_20210113T220751_20210113T220818_036125_043C3B_B807,S1A_IW_SLC__1SDV_20210113T220751_20210113T220818_036125_043C3B_B807-SLC,12,3,32.5085076086457,12
S1A_IW_SLC__1SDV_20210101T220816_20210101T220844_035950_043606_C853,S1A_IW_SLC__1SDV_20210101T220816_20210101T220844_035950_043606_C853-SLC,S1A_IW_SLC__1SDV_20210113T220841_20210113T220908_036125_043C3B_1303,S1A_IW_SLC__1SDV_20210113T220841_20210113T220908_036125_043C3B_1303-SLC,12,3,193426.1339699837,12
S1A_IW_SLC__1SDV_20210101T220842_20210101T220909_035950_043606_B9AB,S1A_IW_SLC__1SDV_20210101T220842_20210101T220909_035950_043606_B9AB-SLC,S1A_IW_SLC__1SDV_20210125T220542_20210125T220612_036300_044247_70DA,S1A_IW_SLC__1SDV_20210125T220542_20210125T220612_036300_044247_70DA-SLC,23,3,1365392.578873394,23
S1A_IW_SLC__1SDV_20210113T220543_20210113T220613_036125_043C3B_65C4,S1A_IW_SLC__1SDV_20210113T220543_20210113T220613_036125_043C3B_65C4-SLC,S1A_IW_SLC__1SDV_20210125T220610_20210125T220638_036300_044247_EE02,S1A_IW_SLC__1SDV_20210125T220610_20210125T220638_036300_044247_EE02-SLC,12,3,193442.63844451532,12
S1A_IW_SLC__1SDV_20210113T220610_20210113T220638_036125_043C3B_54C3,S1A_IW_SLC__1SDV_20210113T220610_20210113T220638_036125_043C3B_54C3-SLC,S1A_IW_SLC__1SDV_20210125T220610_20210125T220638_036300_044247_EE02,S1A_IW_SLC__1SDV_20210125T220610_20210125T220638_036300_044247_EE02-SLC,12,3,36.371615456698855,12
S1A_IW_SLC__1SDV_20210113T220636_20210113T220703_036125_043C3B_477B,S1A_IW_SLC__1SDV_20210113T220636_20210113T220703_036125_043C3B_477B-SLC,S1A_IW_SLC__1SDV_20210125T220636_20210125T220703_036300_044247_FFCA,S1A_IW_SLC__1SDV_20210125T220636_20210125T220703_036300_044247_FFCA-SLC,12,3,38.79382599238117,12
